Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
21557923891,Dingo Tennis Club Inc  ,,DINGO,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,REFURBISH TENNIS COURT,No,Central Highlands Regional,,,,9328,9328,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Lowestoff Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS,No,Central Highlands Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Boolburra Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS,No,Central Highlands Regional,,,,22727,22727,,http://www.olgr.grants.qld.gov.au/
50250642103,Guides Queensland  ,,WINDSOR,Emerald Girl Guides,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE FACILITIES,No,Central Highlands Regional,,,,12575,12575,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,West Springsure Rural Fire Brigade ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE SAFETY EQUIPMENT,No,Central Highlands Regional,,,,6430,6430,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Meteor Creek Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS,No,Central Highlands Regional,,,,6820,6820,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,East Springsure Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS,No,Central Highlands Regional,,,,12000,12000,,http://www.olgr.grants.qld.gov.au/
90936283517,Mimosa Catchment Landcare Group Inc  ,,WOOROONA,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE WEED ERADICATING EQUIPMENT,No,Central Highlands Regional,,,,7000,7000,,http://www.olgr.grants.qld.gov.au/
52054883504,Blackwater Pony Club Inc  ,,BLACKWATER,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT ENCLOSED RIDING ARENA,No,Central Highlands Regional,,,,29545,29545,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,C&K Capella Early Childhood Centre  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE PLAYGROUND,No,Central Highlands Regional,,,,2540,2540,,http://www.olgr.grants.qld.gov.au/
86492263795,Capella Polocrosse Club Incorporated  ,,CAPELLA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT PERMANENT STABLES,No,Central Highlands Regional,,,,14407,14407,,http://www.olgr.grants.qld.gov.au/
74534176419,Rolleston Campdraft Association Inc  ,,ROLLESTON,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT NEW ARENA FENCE,No,Central Highlands Regional,,,,14500,14500,,http://www.olgr.grants.qld.gov.au/
13171150437,Blackwater Active Riders Association Incorporated,,BLACKWATER,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,TOWARDS SHED,No,Central Highlands Regional,,,,22424,22424,,http://www.olgr.grants.qld.gov.au/
22621683521,The Queensland Country Women's Association,,SPRING HILL,Blackwater Branch ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,REPl HALL STUMPS,No,Central Highlands Regional,,,,4650,4650,,http://www.olgr.grants.qld.gov.au/
66154792450,Gudjal Aboriginal and Torres Strait Islander Corporation for Justice,,CHARTERS TOWERS CITY,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Charters Towers Regional,,,,92500,92500,,
14693223263,Charters Towers Choristers Inc  ,,CHARTERS TOWERS CITY,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 49,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE RIDE-ON MOWER AND BRUSHCUTTER,No,Charters Towers Regional,,,,22727,22727,,http://www.olgr.grants.qld.gov.au/
63139873214,Greenvale Rodeo & Campdrafting Club Inc  ,,GREENVALE,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 49,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE PA SYSTEM AND EQUIPMENT,No,Charters Towers Regional,,,,14928,14928,,http://www.olgr.grants.qld.gov.au/
73694212392,Charters Towers Poultry & Pigeon Club Inc,,CHARTERS TOWERS CITY,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 50,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE CATERING EQUIPMENT & GENERATOR,No,Charters Towers Regional,,,,26775,26775,,http://www.olgr.grants.qld.gov.au/
79321940323,Chartars Towers And Districi Pony Club Incorporated,,CHARTERS TOWERS CITY,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 50,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PROVIDE PERMANENT STORAGE SPACE,No,Charters Towers Regional,,,,3485,3485,,http://www.olgr.grants.qld.gov.au/
83988795511,Towers Players Inc  ,,CHARTERS TOWERS CITY,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,REPLACE ROOF ON MAIN BUILDING,No,Charters Towers Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
14748294682,Hervey Range Community Association Incorporated,,HIGHFIELDS,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,CONSTRUCT FENCE AND GATES,No,Charters Towers Regional,,,,25000,25000,,http://www.olgr.grants.qld.gov.au/
20799711350,Dalrymple Villa Inc  ,,CHARTERS TOWERS CITY,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE DAY RESPITE CENTRE,No,Charters Towers Regional,,,,5385,5385,,http://www.olgr.grants.qld.gov.au/
50664523558,Ten Days In The Towers Inc  ,,MILLCHESTER,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE ANNUAL FESTIVAL BANNERS & FLAGS,No,Charters Towers Regional,,,,31560,31560,,http://www.olgr.grants.qld.gov.au/
48665357180,Homestead Progress Association Inc  ,,HOMESTEAD,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE MEDICAL EQUIPMENT,No,Charters Towers Regional,,,,30000,30000,,http://www.olgr.grants.qld.gov.au/
49392898893,Barambah Local Justice Initiative Group Inc.,,CHERBOURG,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Cherbourg Aboriginal Shire,,,,98000,101000,,
17862722505,Cherbourg Aboriginal Shire Council,,CHERBOURG,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase and Install 5kW Solar System,No,Cherbourg Aboriginal Shire,,,,11620,11620,,http://www.olgr.grants.qld.gov.au/
80274602842,Cherbourg Historical Precinct Group Incorporated,,CHERBOURG,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Audio Visual and IT Equipment,No,Cherbourg Aboriginal Shire,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
14153481442,COOEE (sponsoring Cleveland Community Justice Group),,ALEXANDRA HILLS,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Redland City,,,,0,10000,,
13846673994,Cloncurry Justice Association,,CLONCURRY,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Cloncurry Shire,,,,92500,92500,,
96375285714,Cloncurry Bowls Club Inc  ,,CLONCURRY,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 49,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,INSTALL CARPET IN DINING AREA,No,Cloncurry Shire,,,,30206,30206,,http://www.olgr.grants.qld.gov.au/
96375285714,Cloncurry Bowls Club Inc  ,,CLONCURRY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Install Outdoor Seating and Shade,No,Cloncurry Shire,,,,51593,51593,,http://www.olgr.grants.qld.gov.au/
22621683521,The Queensland Country Women's Association,,FORTITUDE VALLEY,North Western Division,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE IT EQUIPMENT,No,Cloncurry Shire,,,,19219,19219,,http://www.olgr.grants.qld.gov.au/
70937966898,Friends Of John Flynn Place Association Incorporated,,CLONCURRY,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,EXTEND MUSEUM FOR HISTORIC EXHIBIT,No,Cloncurry Shire,,,,31630,31630,,http://www.olgr.grants.qld.gov.au/
67047589753,Queensland Blue Light Association Inc  ,,CANNON HILL,Cloncurry Branch,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE TRAILER & EQUIPMENT,No,Cloncurry Shire,,,,23000,23000,,http://www.olgr.grants.qld.gov.au/
29679368598,The Coen Justice Group Incorporated,,COEN,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Cook Shire,,,,92500,92500,,
63361686724,Cooktown District Community Centre Inc,,COOKTOWN,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Mulcher,No,Cook Shire,,,,19380,19380,,http://www.olgr.grants.qld.gov.au/
34843064496,Cooktown Re-Enactment Association Incorporated,,COOKTOWN,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Design and Erect Historical Statue,No,Cook Shire,,,,18626,18626,,http://www.olgr.grants.qld.gov.au/
68564635686,Cooktown Tourism Association Inc,,COOKTOWN,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Produce 2013 Discovery Festival,No,Cook Shire,,,,18707,18707,,http://www.olgr.grants.qld.gov.au/
55060157805,Lakeland Horse Sports Association Inc,,LAKELAND,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Riding Arena and Water Bore,No,Cook Shire,,,,16136,16136,,http://www.olgr.grants.qld.gov.au/
60717911611,Cooktown Food Connect Inc  ,,COOKTOWN,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL COOL ROOM,No,Cook Shire,,,,27104,27104,,http://www.olgr.grants.qld.gov.au/
60099100489,Cooktown Kindergym Incorporated  ,,COOKTOWN,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE GYMNASTICS EQUIPMENT,No,Cook Shire,,,,31796,31796,,http://www.olgr.grants.qld.gov.au/
75628689675,Cape York Folk Club Incorporated  ,,ROSSVILLE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT FOR FESTIVALS,No,Cook Shire,,,,30370,30370,,http://www.olgr.grants.qld.gov.au/
85836591486,The National Trust Of Queensland  ,,BRISBANE CITY,James Cook Museum Steering Committee  ,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE MUSEUM,No,Cook Shire,,,,21354,21354,,http://www.olgr.grants.qld.gov.au/
56482565347,Cooktown & District Junior Rugby League,,COOKTOWN,,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 32,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE CONTAINER AND LOCKABLE CAGES,No,Cook Shire,,,,33770,33770,,http://www.olgr.grants.qld.gov.au/
60099100489,Cooktown Kindergym Incorporated  ,,COOKTOWN,Cooktown Kindergym Incorporated  ,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 32,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE ADDITIONAL EQUIPMENT,No,Cook Shire,,,,12500,12500,,http://www.olgr.grants.qld.gov.au/
38635084864,Cooktown School Of Art Society Inc  ,,COOKTOWN,,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 32,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE SHIPPING CONTAINER FOR STORAGE,No,Cook Shire,,,,12077,12077,,http://www.olgr.grants.qld.gov.au/
89428713812,The Cooktown And District Youth Association Inc,,COOKTOWN,,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 33,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,TOWARDS REFURBISHMENT OF FACILITY,No,Cook Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
58009666193,Queensland Police-Citizens Youth Welfare Association,,TINGALPA,Cooktown Branch ,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 33,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,SUPPLY AND INSTALL SHADE SAILS,No,Cook Shire,,,,18202,18202,,http://www.olgr.grants.qld.gov.au/
70534069238,Paroo Shire Council (sponsoring Cunnamulla Community Justice Group),,CUNNAMULLA,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Paroo Shire,,,,92500,92500,,
77275463199,Ngooderi-Mabuntha Justice association,,DOOMADGEE,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Doomadgee Aboriginal Shire,,,,98000,98000,,
61996758360,Einasleigh Progress Association Inc  ,,EINASLEIGH,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE COLD ROOM,No,Etheridge Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
61996758360,Einasleigh Progress Association Inc  ,,EINASLEIGH,,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 32,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE REFURBISHED SHIPPING CONTAINERS,No,Etheridge Shire,,,,10109,10109,,http://www.olgr.grants.qld.gov.au/
91940185356,Oak Park Sport And Recreation Club Inc,,EINASLEIGH,,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 32,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE BBQ TABLES & CHAIRS,No,Etheridge Shire,,,,17505,17505,,http://www.olgr.grants.qld.gov.au/
24917320197,Einasleigh Sports Club Inc  ,,EINASLEIGH,,DJAG,State,Reef Hotel Casino Community Benefit Fund - Round 33,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL PLAYGROUND AND FENCING,No,Etheridge Shire,,,,19095,19095,,http://www.olgr.grants.qld.gov.au/
37841429886,Hughenden Kindergarten Association Inc  ,,HUGHENDEN,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 49,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE PLAYGROUND EQUIPMENT,No,Flinders Shire,,,,9367,9367,,http://www.olgr.grants.qld.gov.au/
95993715602,Hughenden Pony Club Incorporated  ,,HUGHENDEN,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 49,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE MOWER,No,Flinders Shire,,,,25762,25762,,http://www.olgr.grants.qld.gov.au/
90391184194,North West Equestrian Group Inc  ,,HUGHENDEN,,DJAG,State,Breakwater Island Casino Community Benefit Fund - Round 50,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE RAPID RAIN IRRIGATOR,No,Flinders Shire,,,,11953,11953,,http://www.olgr.grants.qld.gov.au/
34719893887,Hughenden State School,,HUGHENDEN,Hughenden State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Resurface Netball Ct,No,Flinders Shire,,,,30398,30398,,http://www.olgr.grants.qld.gov.au/
64190588187,Hughenden Golf Club Inc  ,,HUGHENDEN,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOWER,No,Flinders Shire,,,,22950,22950,,http://www.olgr.grants.qld.gov.au/
22621683521,The Queensland Country Women's Association,,SPRING HILL,Nelia Branch ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,Host Sexual Abuse Training Workshop,No,Flinders Shire,,,,30733,30733,,http://www.olgr.grants.qld.gov.au/
30152985545,Hughenden Town & Country Club Inc  ,,PRAIRIE,Short Circuit  ,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE FITNESS EQUIPMENT,No,Flinders Shire,,,,26712,26712,,http://www.olgr.grants.qld.gov.au/
73932569709,Burrum Heads Progress Association Inc,,BURRUM HEADS,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Upgrade Facilities,No,Fraser Coast Regional,,,,18028,18028,,http://www.olgr.grants.qld.gov.au/
42269150022,Football Hervey Bay Inc,,HERVEY BAY,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Mower and Fencing,No,Fraser Coast Regional,,,,18710,18710,,http://www.olgr.grants.qld.gov.au/
85409806644,Doonvilla Bowls Club Inc,,MARYBOROUGH,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Disability Ramp,No,Fraser Coast Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
28900781554,Fraser Coast Tennis Association Inc,,POINT VERNON,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Refurbish Tennis Cts,No,Fraser Coast Regional,,,,14609,14609,,http://www.olgr.grants.qld.gov.au/
96873674588,Hervey Bay Art Society Inc,,RIVER HEADS,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Construct Wall to Enclose Asbestos,No,Fraser Coast Regional,,,,26469,26469,,http://www.olgr.grants.qld.gov.au/
35020644975,The Corporation Of The Trustees Of The Roman Catholic Archdiocese Of Brisbane,,BRISBANE CITY,Star of the Sea Outside School Hours,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Furniture and Equipment,No,Fraser Coast Regional,,,,28000,28000,,http://www.olgr.grants.qld.gov.au/
29440258779,Boonooroo & Sandy Straits Bowls Club Inc  ,,BOONOOROO,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS POST FLOOD REPAIRS TO FACILITY,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
38931526283,Hervey Bay & District Tennis Association Inc,,POINT VERNON,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE PHOTOCOPIER,No,Fraser Coast Regional,,,,26000,26000,,http://www.olgr.grants.qld.gov.au/
67879632090,We Care 2 Inc  ,,SCARNESS,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE USED REFRIGERATED TRUCK,No,Fraser Coast Regional,,,,31205,31205,,http://www.olgr.grants.qld.gov.au/
74264019231,St John Ambulance Australia (Qld)  ,,FORTITUDE VALLEY,Maryborough Division ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase Wet Weather Jackets,No,Fraser Coast Regional,,,,31809,31809,,http://www.olgr.grants.qld.gov.au/
64005081523,Australian Breastfeeding Association  ,,COOPAROO,Maryborough Group,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TRAINING EQUIPMENT,No,Fraser Coast Regional,,,,14704,14704,,http://www.olgr.grants.qld.gov.au/
95695143618,Munna Creek Hall & Recreation Assoc Inc  ,,MUNNA CREEK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,CONSTRUCT STORAGE SHED UPGRADE FACILITY,No,Fraser Coast Regional,,,,21330,21330,,http://www.olgr.grants.qld.gov.au/
11301450257,Wide Bay Women's Health Centre Inc  ,,TORQUAY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE MOTOR VEHICLE,No,Fraser Coast Regional,,,,9771,9771,,http://www.olgr.grants.qld.gov.au/
50250642103,Guides Queensland  ,,WINDSOR,Wide Bay Region Outdoor Committee ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE OUTDOOR ACTIVITY EQUIPMENT,No,Fraser Coast Regional,,,,6649,6649,,http://www.olgr.grants.qld.gov.au/
84515706925,Aldershot & District Community Association Inc,,ALDERSHOT,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL HOT WATER AND SOLAR SYSTEM,No,Fraser Coast Regional,,,,5000,5000,,http://www.olgr.grants.qld.gov.au/
99392980313,Australian Volunteer Coast Guard Assoc Inc,,MANLY,QF21 Sandy Straits ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL BACKUP GENERATOR AND EQUIPMENT,No,Fraser Coast Regional,,,,25670,25670,,http://www.olgr.grants.qld.gov.au/
50970307193,Riding For The Disabled Association Hervey Bay Inc,,DUNDOWRAN,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PREPARE GROUNDS FOR DISABLED RIDERS,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
74098246288,Hervey Bay Dog Obedience & Agility Club Inc,,OORALEA,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE TIMING GATES,No,Fraser Coast Regional,,,,11045,11045,,http://www.olgr.grants.qld.gov.au/
83993778765,Riding For The Disabled Association Maryborough Inc,,MARYBOROUGH,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE SLASHER AND MACHINERY,No,Fraser Coast Regional,,,,14928,14928,,http://www.olgr.grants.qld.gov.au/
60702700426,Maryborough Softball Association Inc,,MARYBOROUGH,Aztecs Softball Club Inc  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL STORAGE SHED AND SHELVING,No,Fraser Coast Regional,,,,27545,27545,,http://www.olgr.grants.qld.gov.au/
80009670704,Endeavour Foundation  ,,CANNON HILL,Maryborough In-home Support ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE LAPTOPS,No,Fraser Coast Regional,,,,31658,31658,,http://www.olgr.grants.qld.gov.au/
40910787824,Maryborough & District Animal Refuge Society Inc,,MARYBOROUGH,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT CARPORT AND EXTEND CATTERY,No,Fraser Coast Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Nikenbah Rural Fire Brigade ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Fraser Coast Regional,,,,30587,30587,,http://www.olgr.grants.qld.gov.au/
27009942269,Cerebral Palsy League Of Queensland  ,,NEW FARM,Support in the Community - Hervey Bay ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE IT EQUIPMENT,No,Fraser Coast Regional,,,,15727,15727,,http://www.olgr.grants.qld.gov.au/
18340548481,Riverheads Progress Association Inc  ,,RIVER HEADS,Facilities Sub-Committee ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOWER AND BRUSHCUTTER,No,Fraser Coast Regional,,,,5570,5570,,http://www.olgr.grants.qld.gov.au/
